sid,school_year,race_ethnicity
19042,2007,W
19043,2001,B
19043,2002,B
19043,2003,B
19043,2006,B
19044,2001,B
19044,2002,B
19044,2003,B
19044,2004,B
19045,2003,B
19045,2005,B
19045,2006,B
19045,2007,B
19046,2001,H
19046,2002,H
19046,2003,H
19046,2004,H
19046,2005,H
19048,2001,B
19048,2002,B
19048,2003,B
19048,2007,B
19049,2001,W
19049,2002,W
19049,2003,W
19049,2004,W
19050,2001,B
19050,2002,B
19050,2003,B
19050,2004,B
19050,2005,B
19050,2006,B
19050,2007,B
19051,2001,B
19051,2002,B
19051,2003,B
19051,2004,B
19051,2005,B
19051,2006,B
19053,2001,B
19053,2002,B
19053,2006,B
19053,2007,B
19054,2001,B
19054,2002,B
19054,2003,B
19054,2004,B
19054,2005,B
19054,2006,B
19054,2007,B
19055,2001,A
19055,2002,A
19056,2001,B
19056,2002,B
19056,2003,B
19056,2004,B
19056,2005,B
19056,2006,B
19056,2007,B
19058,2006,B
19058,2007,B
19059,2002,B
19059,2003,B
19059,2006,B
19059,2007,B
19060,2002,B
19060,2003,B
19060,2004,B
19060,2005,B
19061,2004,H
19061,2005,H
19061,2006,H
19061,2007,H
19063,2003,B
19063,2004,B
19063,2005,B
19063,2006,B
19063,2007,B
19064,2003,A
19064,2004,A
19064,2005,A
19064,2006,A
19064,2007,A
19065,2004,A
19065,2005,A
19065,2006,A
19065,2007,A
19066,2004,B
19066,2005,B
19066,2006,B
19066,2007,B
19067,2007,B
19069,2005,B
19069,2006,B
19069,2007,B
19070,2005,B
19070,2006,B
19070,2007,B
19071,2006,B
19071,2007,B
19073,2006,B
19073,2007,B
19074,2007,B
19075,2007,A
19076,2007,B
19078,2001,B
19078,2002,B
19079,2001,H
19080,2001,B
19080,2002,B
19080,2003,B
19081,2001,B
19081,2002,B
19081,2003,B
19081,2004,B
19083,2001,A
19083,2002,A
19083,2004,A
19084,2001,H
19084,2002,H
19084,2003,H
19085,2001,B
19085,2002,B
19085,2003,B
19085,2004,B
19085,2005,B
19086,2001,B
19086,2002,B
19087,2001,B
19087,2002,B
19087,2004,B
19089,2001,B
19089,2002,B
19089,2003,B
19089,2004,B
19090,2001,B
19090,2002,B
19090,2003,B
19090,2004,B
19090,2005,B
19090,2006,B
19091,2001,B
19091,2002,B
19092,2006,H
19092,2007,H
19094,2001,H
19094,2002,H
19094,2003,H
19094,2004,H
19094,2005,H
19094,2006,H
19094,2007,H
19095,2004,B
19096,2001,B
19096,2002,B
19097,2002,W
19097,2003,W
19097,2004,W
19097,2005,W
19098,2001,B
19098,2002,B
19098,2003,B
19098,2004,B
19098,2005,B
19098,2006,B
19098,2007,B
19099,2003,H
19099,2004,H
19099,2005,H
19099,2006,H
19099,2007,H
19101,2001,B
19101,2002,B
19101,2003,B
19101,2004,B
19101,2005,B
19101,2006,B
19101,2007,B
19102,2001,B
19102,2002,B
19102,2003,B
19102,2004,B
19102,2005,B
19102,2006,B
19102,2007,B
19103,2001,B
19103,2002,B
19103,2003,B
19103,2004,B
19103,2005,B
19105,2003,W
19105,2004,W
19105,2005,W
19105,2006,W
19105,2007,W
19106,2001,B
19106,2002,B
19106,2003,B
19106,2004,B
19106,2005,B
19106,2006,B
19106,2007,B
19107,2003,B
19107,2004,B
19108,2005,B
19108,2006,B
19108,2007,B
19109,2001,W
19109,2002,W
19109,2003,W
19109,2004,W
19109,2005,W
19109,2006,W
19109,2007,W
19110,2002,A
19110,2003,A
19110,2004,A
19110,2005,A
19110,2006,A
19110,2007,A
19112,2002,B
19112,2003,B
19112,2004,B
19112,2005,B
19113,2002,B
19113,2003,B
19113,2004,B
19113,2005,B
19114,2002,H
19114,2003,H
19114,2004,H
19114,2005,H
19114,2006,H
19114,2007,H
19115,2003,B
19115,2004,B
19115,2005,B
19115,2006,B
19115,2007,B
19117,2003,B
19117,2004,B
19117,2005,B
19117,2006,B
19117,2007,B
19118,2003,B
19118,2004,B
19118,2005,B
19118,2006,B
19119,2004,B
19119,2005,B
19119,2006,B
19119,2007,B
19121,2007,H
19122,2005,B
19122,2006,B
19123,2006,B
19123,2007,B
19124,2005,B
19124,2006,B
19126,2006,B
19126,2007,B
19127,2007,B
19128,2007,B
19130,2007,A
19131,2001,B
19132,2001,H
19132,2002,H
19133,2001,H
19134,2001,A
19134,2002,A
19134,2003,A
19135,2001,B
19135,2002,B
19135,2003,B
19136,2001,B
19136,2002,B
19136,2003,B
19136,2004,B
19138,2003,B
19138,2004,B
19139,2001,B
19139,2003,B
19140,2001,B
19140,2002,B
19140,2003,B
19142,2001,A
19143,2004,B
19144,2001,B
19144,2002,B
19144,2003,B
19144,2004,B
19144,2005,B
19144,2006,B
19145,2001,B
19147,2001,B
19148,2001,B
19148,2002,B
19149,2001,B
19149,2002,B
19151,2001,H
19152,2001,B
19152,2002,B
19152,2003,B
19152,2004,B
19152,2005,B
19152,2006,B
19152,2007,B
19153,2001,B
19154,2001,H
19154,2002,H
19154,2003,H
19154,2004,H
19154,2005,H
19154,2006,H
19154,2007,H
19155,2001,W
19155,2002,W
19155,2003,W
19155,2004,W
19155,2005,W
19156,2003,A
19156,2004,A
19156,2005,A
19156,2006,A
19156,2007,A
19157,2001,B
19157,2002,B
19157,2003,B
19157,2004,B
19157,2005,B
19157,2006,B
19157,2007,B
19159,2001,W
19159,2002,W
19159,2006,W
19159,2007,W
19160,2004,B
19160,2005,B
19160,2006,B
19160,2007,B
19161,2001,B
19161,2002,B
19161,2003,B
19161,2004,B
19161,2005,B
19161,2006,B
19161,2007,B
19162,2001,B
19162,2002,B
19162,2003,B
19162,2004,B
19162,2005,B
19162,2006,B
19162,2007,B
19163,2001,H
19163,2002,H
19163,2003,H
19163,2004,H
19163,2005,H
19163,2006,H
19163,2007,H
19165,2002,B
19165,2003,B
19165,2004,B
19165,2005,B
19165,2006,B
19165,2007,B
19166,2002,A
19166,2003,A
19166,2004,A
19166,2005,A
19166,2006,A
19166,2007,A
19167,2005,B
19168,2002,B
19168,2003,B
19168,2004,B
19168,2005,B
19168,2006,B
19168,2007,B
19170,2003,B
19170,2004,B
19170,2005,B
19170,2006,B
19170,2007,B
19171,2003,B
19171,2004,B
19172,2003,B
19172,2004,B
19172,2005,B
19172,2006,B
19172,2007,B
19174,2005,H
19174,2006,H
19174,2007,H
19175,2004,B
19175,2005,B
19175,2006,B
19175,2007,B
19176,2004,H
19177,2005,B
19178,2005,B
19179,2006,H
19179,2007,H
19181,2006,B
19181,2007,B
19182,2006,H
19182,2007,H
19183,2007,B
19184,2007,B
19186,2001,B
19187,2001,H
19188,2001,B
19188,2002,B
19189,2001,B
19191,2001,W
19191,2002,W
19191,2003,W
19192,2001,B
19193,2001,B
19193,2002,B
19193,2003,B
19194,2001,W
19195,2001,H
19195,2002,H
19195,2003,H
19195,2004,H
19195,2005,H
19196,2001,A
19196,2002,A
19196,2003,A
19196,2005,A
19197,2001,H
19197,2002,H
19197,2003,H
19197,2004,H
19198,2001,B
19198,2002,B
19200,2001,B
19200,2002,B
19200,2003,B
19200,2004,B
19200,2005,B
19200,2006,B
19200,2007,B
19201,2001,W
19201,2002,W
19201,2003,W
19201,2004,W
19201,2005,W
19201,2006,W
19202,2001,B
19202,2002,B
19202,2003,B
19202,2004,B
19202,2005,B
19202,2006,B
19202,2007,B
19203,2004,A
19204,2001,B
19206,2001,B
19206,2002,B
19206,2003,B
19207,2001,B
19207,2002,B
19207,2003,B
19207,2004,B
19207,2005,B
19207,2006,B
19207,2007,B
19208,2001,A
19209,2001,B
19209,2002,B
19210,2001,W
19210,2002,W
19210,2003,W
19212,2001,A
19212,2002,A
19213,2001,B
19213,2002,B
19213,2003,B
19213,2004,B
19213,2005,B
19213,2006,B
19213,2007,B
19214,2005,B
19214,2006,B
19214,2007,B
19215,2001,B
19215,2002,B
19215,2003,B
19215,2004,B
19215,2005,B
19215,2006,B
19215,2007,B
19217,2001,H
19218,2001,W
19218,2002,W
19218,2003,W
19218,2004,W
19218,2005,W
19218,2006,W
19218,2007,W
19219,2001,B
19219,2002,B
19219,2003,B
19219,2004,B
19219,2005,B
19219,2006,B
19219,2007,B
19220,2002,B
19220,2003,B
19220,2004,B
19220,2005,B
19220,2006,B
19220,2007,B
19221,2002,B
19223,2002,A
19223,2003,A
19223,2004,A
19223,2005,A
19223,2006,A
19223,2007,A
19224,2003,B
19224,2004,B
19224,2005,B
19224,2006,B
19224,2007,B
19225,2003,B
19225,2004,B
19225,2005,B
19225,2006,B
19225,2007,B
19226,2003,B
19226,2004,B
19226,2005,B
19226,2006,B
19226,2007,B
19228,2004,B
19228,2005,B
19228,2006,B
19228,2007,B
19229,2004,B
19229,2005,B
19229,2006,B
19229,2007,B
19230,2004,B
19230,2005,B
19230,2006,B
19230,2007,B
19232,2005,B
19232,2006,B
19232,2007,B
19233,2005,B
19233,2006,B
19233,2007,B
19234,2004,B
19234,2005,B
19234,2006,B
19234,2007,B
19236,2006,A
19236,2007,A
19237,2006,B
19237,2007,B
19238,2007,B
19239,2006,H
19239,2007,H
19240,2007,H
19241,2001,B
19242,2001,W
19244,2001,B
19244,2002,B
19245,2001,B
19245,2002,B
19245,2003,B
19246,2001,B
19246,2002,B
19247,2001,W
19247,2002,W
19247,2003,W
19247,2004,W
19249,2002,H
19249,2003,H
19250,2001,H
19250,2002,H
19250,2003,H
19250,2004,H
19250,2005,H
19251,2001,B
19251,2002,B
19251,2003,B
19251,2004,B
19251,2005,B
19252,2001,B
19252,2002,B
19252,2003,B
19252,2004,B
19252,2005,B
19253,2001,B
19253,2002,B
19253,2003,B
19253,2004,B
19253,2005,B
19253,2006,B
19255,2001,B
19255,2002,B
19255,2003,B
19255,2004,B
19256,2004,H
19256,2005,H
19257,2001,B
19257,2002,B
19257,2003,B
19257,2006,B
19257,2007,B
19258,2001,A
19258,2002,A
19258,2003,A
19258,2007,A
19259,2001,W
19259,2002,W
19259,2003,W
19260,2001,A
19260,2005,A
19260,2006,A
19260,2007,A
19261,2001,B
19261,2002,B
19261,2003,B
19261,2004,B
19261,2005,B
19261,2006,B
19261,2007,B
19263,2001,W
19264,2007,A
19265,2001,B
19265,2002,B
19265,2003,B
19265,2004,B
19265,2005,B
19265,2006,B
19265,2007,B
19266,2005,B
19266,2006,B
19266,2007,B
19267,2001,A
19268,2001,B
19268,2007,B
19270,2001,B
19270,2002,B
19271,2001,B
19271,2003,B
19271,2005,B
19272,2001,A
19272,2002,A
19272,2003,A
19272,2004,A
19272,2005,A
19272,2006,A
19272,2007,A
19273,2001,B
19273,2002,B
19273,2003,B
19273,2004,B
19273,2005,B
19273,2006,B
19273,2007,B
19275,2001,B
19276,2006,W
19276,2007,W
19277,2002,B
19278,2002,B
19278,2003,B
19278,2004,B
19279,2002,H
19279,2003,H
19279,2004,H
19279,2005,H
19279,2006,H
19279,2007,H
19281,2005,B
19281,2006,B
19281,2007,B
19282,2003,W
19282,2004,W
19282,2005,W
19282,2006,W
19282,2007,W
19283,2003,H
19283,2004,H
19283,2006,H
19283,2007,H
19284,2004,B
19284,2005,B
19284,2006,B
19284,2007,B
19285,2004,B
19285,2005,B
19287,2005,B
19287,2006,B
19287,2007,B
19288,2005,B
19288,2006,B
19288,2007,B
19289,2006,B
19289,2007,B
19290,2006,W
19290,2007,W
19291,2006,W
19291,2007,W
19292,2006,H
19292,2007,H
19294,2007,H
19295,2007,A
19296,2001,W
19297,2001,B
19297,2002,B
19298,2001,A
19298,2002,A
19299,2001,A
19299,2002,A
19299,2003,A
19300,2001,A
19300,2002,A
19300,2003,A
19301,2001,B
19301,2002,B
19301,2003,B
19301,2004,B
19302,2001,H
19302,2002,H
19302,2003,H
19303,2001,H
19303,2002,H
19303,2003,H
19304,2001,B
19306,2001,B
19306,2002,B
19306,2003,B
19307,2002,B
19307,2003,B
19307,2004,B
19307,2005,B
19308,2001,B
19308,2002,B
19308,2003,B
19308,2004,B
19308,2005,B
19308,2006,B
19310,2001,B
19310,2002,B
19311,2001,A
19311,2002,A
19312,2001,B
19312,2002,B
19312,2003,B
19312,2004,B
19312,2005,B
19312,2006,B
19312,2007,B
19313,2006,B
19315,2001,B
19316,2002,B
19316,2003,B
19317,2004,B
19317,2005,B
19317,2006,B
19317,2007,B
19318,2001,W
19318,2002,W
19318,2003,W
19318,2004,W
19318,2005,W
19318,2006,W
19318,2007,W
19319,2005,NA
19319,2006,M/O
19321,2001,B
19321,2002,B
19322,2001,B
19322,2002,B
19322,2003,B
19322,2004,B
19322,2005,B
19322,2006,B
19322,2007,B
19323,2001,B
19323,2002,B
19323,2003,B
19323,2004,B
19323,2005,B
19323,2006,B
19323,2007,B
19325,2001,B
19325,2002,B
19325,2003,B
19325,2004,B
19325,2005,B
19325,2006,B
19325,2007,B
19326,2002,W
19326,2003,W
19327,2001,B
19327,2002,B
19327,2003,B
19327,2004,B
19327,2005,H
19327,2006,H
19327,2007,H
19328,2001,B
19328,2002,B
19328,2003,B
19328,2004,B
19328,2005,B
19328,2006,B
19328,2007,B
19329,2001,W
19329,2002,W
19329,2003,W
19329,2004,W
19329,2005,W
19329,2006,W
19329,2007,W
19330,2001,H
19330,2002,H
19330,2003,H
19330,2004,H
19330,2005,H
19330,2006,H
19330,2007,H
19331,2001,H
19333,2002,B
19333,2003,B
19333,2004,B
19333,2005,B
19333,2006,B
19333,2007,B
19334,2002,B
19334,2006,B
19334,2007,B
19335,2004,B
19335,2005,B
19337,2003,B
19337,2004,B
19337,2005,B
19337,2006,B
19337,2007,B
19338,2003,B
19338,2004,B
19339,2003,B
19339,2004,B
19339,2005,B
19339,2006,B
19339,2007,B
19340,2005,H
19341,2007,H
19343,2005,B
19343,2006,B
19343,2007,B
19344,2005,B
19344,2006,B
19344,2007,B
19345,2005,B
19345,2006,B
19345,2007,B
19347,2006,B
19347,2007,B
19348,2006,B
19348,2007,B
19349,2007,W
19350,2007,A
19351,2007,A
19352,2001,B
19353,2001,H
19355,2001,B
19355,2002,B
19355,2003,B
19356,2001,B
19356,2002,B
19356,2003,B
19356,2004,B
19357,2001,H
19357,2002,H
19358,2001,A
19358,2002,A
19358,2003,A
19358,2004,A
19359,2001,B
19359,2002,B
19359,2003,B
19361,2001,H
19361,2002,H
19362,2001,B
19362,2002,B
19362,2003,B
19362,2004,B
19363,2001,A
19363,2002,A
19363,2003,A
19363,2004,A
19363,2005,A
19364,2001,B
19364,2002,B
19364,2003,B
19364,2004,B
19364,2005,B
19364,2006,B
19365,2001,W
19365,2002,W
19365,2003,W
19365,2004,W
19365,2005,W
19365,2006,W
19366,2001,B
19366,2002,B
19366,2003,B
19366,2004,B
19366,2005,B
19366,2006,B
19368,2001,B
19368,2002,B
19368,2003,B
19368,2004,B
19368,2005,B
19368,2006,B
19368,2007,B
19369,2001,B
19369,2002,B
19369,2003,B
19370,2001,B
19370,2002,B
19371,2002,H
19371,2003,H
19371,2005,H
19371,2007,H
19373,2001,W
19373,2002,W
19373,2003,W
19373,2004,W
19374,2001,B
19374,2002,B
19374,2003,B
19374,2005,B
19375,2001,W
19375,2002,W
19375,2003,W
19375,2004,W
19375,2005,W
19375,2006,W
19375,2007,W
19376,2001,B
19376,2002,B
19376,2003,B
19376,2004,B
19376,2005,B
19376,2006,B
19376,2007,B
19377,2001,B
19377,2002,B
19377,2003,B
19377,2004,B
19379,2001,B
19379,2002,B
19380,2004,B
19380,2005,B
19381,2001,B
19381,2002,B
19381,2003,B
19381,2004,B
19381,2005,B
19381,2006,B
19381,2007,B
19383,2001,B
19383,2002,B
19383,2003,B
19383,2004,B
19383,2005,B
19383,2006,B
19383,2007,B
19384,2001,B
19384,2002,B
19384,2006,B
19385,2001,B
19385,2002,B
19385,2003,B
19385,2004,B
19385,2005,B
19385,2006,B
19385,2007,B
19387,2001,B
19387,2002,B
19387,2003,B
19387,2004,B
19388,2001,B
19388,2002,B
19388,2003,B
19388,2004,B
19388,2005,B
19388,2006,B
19388,2007,B
19389,2002,B
19389,2003,B
19389,2004,B
19389,2005,B
19389,2006,B
19389,2007,B
19391,2002,B
19391,2003,B
19391,2004,B
19391,2005,B
19391,2006,B
19391,2007,B
19392,2002,B
19392,2003,B
19392,2004,B
19392,2005,B
19393,2003,B
19393,2004,B
19393,2005,B
19393,2006,B
19393,2007,B
19395,2003,B
19395,2004,B
19395,2005,B
19395,2006,B
19395,2007,B
19396,2004,B
19396,2005,B
19396,2006,B
19396,2007,B
19397,2004,B
19397,2005,B
19397,2006,B
19397,2007,B
19399,2005,B
19399,2006,B
19399,2007,B
19400,2005,B
19401,2005,B
19401,2006,B
19401,2007,B
19403,2006,B
19403,2007,B
19404,2006,B
19404,2007,B
19405,2007,W
19406,2007,B
19407,2007,H
19409,2001,B
19409,2002,B
19410,2001,B
19411,2001,B
19411,2002,B
19411,2003,B
19413,2001,W
19413,2002,W
19413,2003,W
19414,2002,B
19414,2003,B
19414,2004,B
19415,2001,H
19415,2002,H
19415,2003,H
19415,2004,H
19416,2001,B
19416,2002,B
19416,2003,B
19416,2004,B
19416,2005,B
19417,2001,B
19417,2002,B
19417,2003,B
19417,2004,B
19417,2005,B
19418,2001,A
19418,2005,A
19420,2001,B
19420,2002,B
19420,2003,B
19420,2004,B
19421,2001,B
19421,2002,B
19421,2003,B
19421,2004,B
19421,2005,B
19421,2006,B
19422,2001,A
19422,2002,A
19422,2003,A
19422,2004,A
19422,2005,A
19422,2006,A
19423,2001,B
19423,2002,B
19423,2003,B
19423,2004,B
19423,2005,B
19423,2006,B
19423,2007,B
19425,2001,B
19425,2002,B
19425,2003,B
19425,2004,B
19425,2005,B
19425,2006,B
19425,2007,B
19426,2001,B
19426,2002,B
19426,2003,B
19426,2004,B
19427,2001,B
19427,2002,B
19427,2003,B
19427,2004,B
19427,2005,B
19427,2006,B
19427,2007,B
19428,2002,H
19430,2004,B
19430,2005,B
19430,2006,B
19430,2007,B
19431,2001,B
19431,2002,B
19431,2003,B
19431,2004,B
19431,2005,B
19431,2006,B
19431,2007,B
19432,2006,W
19432,2007,W
19433,2001,B
19435,2001,B
19435,2002,B
19435,2003,B
19435,2004,B
19435,2005,B
19435,2006,B
19435,2007,B
19436,2003,W
19436,2004,W
19436,2005,W
19436,2006,W
19436,2007,W
19437,2001,B
19437,2002,B
19437,2003,B
19438,2003,A
19438,2004,A
19438,2005,A
19438,2006,A
19438,2007,A
19439,2001,H
19439,2002,H
19440,2001,B
19440,2002,B
19440,2003,B
19440,2004,B
19440,2005,B
19440,2006,B
19440,2007,B
19442,2002,B
19442,2003,B
19442,2004,B
19442,2005,B
19443,2002,B
19443,2003,B
19443,2004,B
19443,2005,B
19443,2006,B
19443,2007,B
19444,2002,B
19444,2003,B
19444,2004,B
19444,2005,B
19444,2006,B
19444,2007,B
19446,2003,B
19446,2004,B
19446,2005,B
19446,2006,B
19446,2007,B
19447,2003,B
19447,2004,B
19447,2005,B
19447,2006,B
19447,2007,B
19448,2003,B
19448,2004,B
19448,2005,B
19448,2006,B
19448,2007,B
19450,2004,A
19450,2005,A
19450,2006,A
19450,2007,B
19451,2004,H
19451,2005,H
19451,2007,H
19452,2004,B
19452,2005,B
19452,2006,B
19452,2007,B
19453,2005,B
19454,2006,A
19454,2007,A
19455,2005,A
19455,2006,A
19455,2007,A
19456,2006,B
19456,2007,B
19458,2006,B
19458,2007,B
19459,2007,H
19460,2007,B
19461,2001,A
19462,2001,B
19462,2002,B
19463,2001,M/O
19465,2001,B
19465,2003,B
19466,2001,B
19466,2002,B
19466,2003,B
19467,2001,H
19467,2002,H
19467,2003,H
19467,2004,H
19468,2001,A
19468,2002,A
19468,2003,A
19468,2004,A
19469,2001,B
19469,2002,B
19469,2003,B
19469,2004,B
19469,2005,B
19471,2001,B
19471,2002,B
19471,2003,B
19471,2004,B
19472,2001,B
19472,2002,B
19472,2003,B
19472,2004,B
19472,2005,B
19472,2006,B
19473,2001,A
19473,2002,A
19473,2003,A
19473,2004,A
19473,2005,A
19474,2001,B
19474,2003,B
19474,2004,B
19474,2005,B
19476,2001,H
19476,2002,H
19476,2003,H
19476,2004,H
19476,2006,H
19477,2001,H
19477,2002,H
19477,2003,H
19477,2004,H
19477,2005,H
19477,2006,H
19478,2001,B
19478,2002,B
19478,2003,B
19478,2004,B
19478,2005,B
19479,2001,B
19479,2002,B
19479,2003,B
19479,2004,B
19479,2005,B
19479,2006,B
19480,2001,W
19480,2002,W
19480,2003,W
19480,2004,W
19480,2005,W
19480,2006,W
19480,2007,W
19481,2001,B
19481,2002,B
19483,2001,B
19483,2002,B
19483,2003,B
19483,2004,B
19483,2005,B
19483,2006,B
19483,2007,B
19484,2001,B
19484,2002,B
19484,2003,B
19484,2004,B
19484,2005,B
19484,2006,B
19484,2007,B
19485,2001,B
19485,2002,B
19486,2006,H
19486,2007,H
19488,2001,B
19488,2002,B
19488,2003,B
19488,2004,B
19488,2005,B
19488,2006,B
19488,2007,B
19489,2001,B
19489,2002,B
19489,2003,B
19489,2004,B
19489,2005,B
19489,2006,B
19490,2001,B
19490,2002,B
19490,2003,B
19490,2004,B
19490,2005,B
19490,2006,B
19490,2007,B
19492,2001,B
19492,2002,B
19493,2002,B
19494,2002,B
19494,2003,B
19495,2007,A
19496,2003,H
19496,2004,H
19496,2005,H
19498,2003,H
19498,2004,H
19498,2005,H
19498,2006,H
19498,2007,H
19499,2003,B
19499,2004,B
19499,2005,B
19499,2006,B
19499,2007,B
19500,2004,B
19500,2005,B
19500,2006,B
19500,2007,B
19501,2004,B
19501,2005,B
19501,2006,B
19501,2007,B
19502,2004,W
19502,2005,W
19502,2006,W
19502,2007,W
19503,2004,H
19503,2005,H
19503,2006,H
19503,2007,H
19505,2005,A
19505,2006,A
19505,2007,A
19506,2005,B
19506,2006,B
19506,2007,B
19507,2006,B
19507,2007,B
19508,2006,B
19508,2007,B
19509,2007,H
19510,2007,W
19512,2001,B
19513,2001,B
19513,2002,B
19514,2001,W
19514,2002,W
19515,2001,B
19515,2003,B
19515,2004,B
19517,2001,B
19517,2002,B
19518,2001,A
19518,2002,A
19518,2004,A
19519,2001,B
19519,2002,B
19519,2003,B
19519,2004,B
19519,2005,B
19520,2001,H
19520,2002,H
19520,2003,H
19520,2004,H
19520,2005,H
19521,2001,B
19521,2002,B
19521,2003,B
19521,2004,B
19521,2005,B
19523,2001,B
19523,2002,B
19524,2001,B
19524,2002,B
19524,2003,B
19525,2001,H
19525,2002,H
19525,2003,H
19526,2001,A
19526,2002,A
19526,2003,A
19527,2005,B
19529,2007,A
19530,2003,B
19530,2004,B
19530,2005,B
19530,2006,B
19530,2007,B
19531,2003,A
19531,2004,A
19531,2005,A
19531,2006,A
19532,2001,B
19532,2002,B
19532,2003,B
19532,2004,B
19532,2005,B
19532,2006,B
19533,2004,B
19533,2005,B
19533,2006,B
19533,2007,B
19535,2003,B
19536,2001,B
19536,2002,B
19536,2003,B
19536,2004,B
19536,2005,B
19536,2006,B
19536,2007,B
19537,2002,H
19537,2003,H
19537,2004,H
19537,2006,H
19537,2007,H
19538,2001,B
19538,2002,B
19539,2005,A
19539,2006,A
19539,2007,A
19540,2001,H
19540,2002,H
19540,2003,H
19540,2004,H
19540,2005,H
19540,2006,H
19540,2007,H
19542,2001,B
19542,2002,B
19542,2003,B
19542,2004,B
19542,2005,B
19542,2006,B
19543,2001,B
19543,2002,B
19543,2003,B
19543,2004,B
19543,2005,B
19543,2006,B
19543,2007,B
19544,2005,B
19544,2006,B
19544,2007,B
19546,2002,H
19546,2003,H
19546,2004,H
19546,2005,H
19546,2006,H
19546,2007,H
19547,2002,B
19547,2003,B
19547,2004,B
19547,2005,B
19547,2006,B
19547,2007,B
19548,2003,B
19548,2004,B
19548,2005,B
19548,2006,B
19548,2007,B
19549,2003,B
19549,2004,B
19549,2005,B
19549,2006,B
19549,2007,B
19551,2003,B
19551,2004,B
19551,2005,B
19551,2007,B
19552,2004,B
19552,2005,B
19552,2006,B
19552,2007,B
19553,2005,B
19553,2006,B
19555,2005,B
19555,2006,B
19555,2007,B
19556,2005,B
19556,2006,B
19556,2007,B
19557,2006,B
19557,2007,B
19559,2007,B
19560,2007,B
19561,2001,W
19562,2002,B
19563,2001,A
19563,2002,A
19565,2001,W
19565,2002,W
19565,2003,W
19566,2001,A
19566,2002,A
19567,2001,W
19567,2002,W
19567,2003,W
19567,2004,W
19568,2001,A
19568,2002,A
19568,2003,A
19568,2004,A
19569,2001,B
19570,2001,B
19570,2002,B
19570,2003,B
19571,2003,B
19572,2001,A
19572,2002,A
19572,2003,A
19572,2004,A
19572,2005,A
19572,2006,A
19574,2001,A
19574,2002,A
19575,2001,B
19575,2002,B
19575,2003,B
19575,2004,B
19575,2005,B
19575,2006,B
19575,2007,B
19576,2002,B
19576,2003,B
19577,2001,B
19577,2002,B
19577,2003,B
19577,2004,B
19579,2001,W
19580,2002,B
19580,2003,B
19580,2004,B
19580,2005,B
19580,2006,B
19580,2007,B
19581,2006,W
19582,2001,B
19582,2002,B
19582,2003,B
19582,2004,B
19582,2007,B
19583,2007,B
19585,2001,B
19585,2002,B
19585,2003,B
19585,2004,B
19585,2005,B
19585,2006,B
19585,2007,B
19586,2002,B
19586,2003,B
19586,2004,B
19586,2005,B
19586,2006,B
19586,2007,B
19587,2003,B
19587,2005,B
19587,2006,B
19589,2003,H
19589,2004,H
19589,2005,H
19590,2001,B
19590,2002,B
19590,2003,B
19590,2004,B
19590,2005,B
19590,2006,B
19590,2007,B
19591,2002,H
19591,2003,H
19591,2004,H
19591,2005,H
19591,2006,H
19591,2007,H
19592,2002,A
19592,2003,A
19592,2004,A
19592,2005,A
19592,2006,A
19592,2007,A
19593,2002,B
19593,2003,B
19593,2004,B
19593,2005,B
19593,2006,B
19593,2007,B
19594,2003,B
19594,2004,B
19594,2005,B
19594,2006,B
19595,2003,W
19595,2004,W
19595,2005,W
19595,2006,W
19595,2007,W
19597,2004,B
19597,2005,B
19597,2006,B
19597,2007,B
19598,2007,A
19599,2004,B
19599,2005,B
19599,2006,B
19599,2007,B
19600,2005,H
19600,2006,H
19600,2007,H
19601,2005,A
19601,2006,A
19601,2007,A
19602,2006,B
19602,2007,B
19604,2007,B
19605,2007,W
19606,2007,B
19607,2001,H
19608,2001,B
19608,2002,B
19609,2001,W
19609,2002,W
19611,2001,B
19611,2002,B
19611,2003,B
19612,2001,B
19612,2002,B
19612,2003,B
19612,2004,B
19613,2001,B
19613,2002,B
19613,2003,B
19613,2004,B
19615,2001,B
19615,2002,B
19615,2003,B
19616,2001,B
19616,2002,B
19616,2003,B
19616,2004,B
19616,2005,B
19617,2001,B
19617,2002,B
19617,2003,B
19617,2004,B
19619,2002,B
19620,2001,H
19620,2002,H
19620,2004,H
19620,2005,H
19620,2006,H
19621,2005,W
19621,2006,W
19621,2007,W
19622,2001,H
19622,2002,H
19622,2003,H
19623,2005,A
19623,2006,A
19623,2007,A
19624,2001,B
19625,2003,B
19625,2004,B
19625,2005,B
19625,2006,B
19627,2001,B
19627,2002,B
19627,2003,B
19627,2004,B
19627,2007,B
19628,2001,B
19629,2001,B
19629,2002,B
19629,2003,B
19629,2004,B
19629,2005,B
19629,2006,B
19629,2007,B
19631,2001,B
19631,2002,B
19631,2003,B
19631,2004,B
19631,2005,B
19631,2006,B
19631,2007,B
19632,2001,B
19632,2002,B
